sqlite> select * from domain where sourceid=2 and id<2648365;
Id;Name;Level;sourceid;CategoryName;CatId;Cat2Id;Cat3Id;Invariance;Pcountry
2645678;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645679;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645680;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645681;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645682;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645683;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645684;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645685;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645686;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645687;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645688;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645689;bloggingfusion.com;2;2;News;21;;;5;
2645690;autumnasphodel.com;2;2;Shopping;26;;;5;
2645691;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645692;jwplatform.com;2;2;Computer;13;;;5;
2645693;themighty.com;2;2;Health;34;;;5;
2645694;borderline-personality-disorder.com;2;2;Health;34;;;5;
2645695;briannafae.com;2;2;Health;34;;;5;
2645696;media.elementsbehavioralhealth.com;3;2;Health;34;;;5;
2645697;i.kinja-img.com;3;2;Computer;13;;;5;
2645698;lifehacker.com;2;2;Computer;13;;;5;
2645699;iris.tv;2;2;Computer;13;;;5;
2645700;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645701;fastcompany.com;2;2;News;21;;;5;
2645702;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645703;boredpanda.com;2;2;Shopping;26;;;5;
2645704;lightboxcdn.com;2;2;Ads;11;;;5;
2645705;sitelock.com;2;2;Computer;13;;;5;
2645706;12keysrehab.com;2;2;Health;34;;;5;
2645707;elementsbehavioralhealth.com;2;2;Health;34;;;5;
2645708;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645709;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645710;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645711;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645712;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645713;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645714;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645715;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645716;made-in-china.com;2;2;Shopping;26;;;5;
2645717;kontor1710.de;2;2;Shopping;26;;;5;
2645718;krautrausch.de;2;2;Shopping;26;;;5;
2645719;watson.ch;2;2;News;21;;;5;
2645720;publishersweekly.com;2;2;News;21;;;5;
2645721;reformhausshop24.de;2;2;Shopping;26;;;5;
2645722;riceandspice.de;2;2;Shopping;26;;;5;
2645723;zutaten-shop.ch;2;2;Shopping;26;;;5;
2645724;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645725;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645726;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645727;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645728;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645729;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645730;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645731;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645732;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645733;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645734;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645735;villapalmarcancun.com;2;2;Travel;29;;;5;
2645736;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645737;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645738;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645739;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645740;sailthru.com;2;2;Ads;11;;;5;
2645741;images.spot.im;3;2;Computer;13;;;5;
2645742;refinery29.com;2;2;News;21;;;5;
2645743;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645744;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645745;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645746;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645747;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645748;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645749;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645750;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645751;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645752;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645753;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645754;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645755;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645756;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645757;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645758;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645759;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645760;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645761;boomtrain.com;2;2;Computer;13;;;5;
2645762;onsite.boomtrain.net;3;2;Computer;13;;;5;
2645763;shopify.com;2;2;Computer;13;;;5;
2645764;pulpix.com;2;2;News;21;;;5;
2645765;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645766;keymetric.net;2;2;Computer;13;;;5;
2645767;muirwoodteen.com;2;2;Health;34;;;5;
2645768;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645769;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645770;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645771;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645772;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645773;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645774;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645775;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645776;dict.tu-chemnitz.de;3;2;Info;19;;;5;
2645777;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645778;thcclean.net;2;2;Drugs;37;;;5;
2645779;beattest.com;2;2;Drugs;37;;;5;
2645780;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645781;mdjunction.com;2;2;Health;34;;;5;
2645782;shop.herb.co;3;2;Shopping;26;;;5;
2645783;aclu.org;2;2;News;21;;;5;
2645784;passdrugtest.com;2;2;Drugs;37;;;5;
2645785;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645786;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645787;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645788;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645789;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645790;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645791;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645792;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645793;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645794;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645795;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645796;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645797;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645798;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645799;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645800;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645801;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645802;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645803;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645804;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645805;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645806;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645807;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645808;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645809;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645810;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645811;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645812;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645813;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645814;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645815;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645816;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645817;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645818;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645819;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645820;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645821;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645822;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645823;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645824;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645825;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645826;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645827;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645828;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645829;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645830;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645831;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645832;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645833;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645834;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645835;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645836;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645837;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645838;swisscom.ch;2;2;Shopping;26;;;5;
2645839;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645840;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645841;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645842;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645843;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645844;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645845;localytics.com;2;2;Computer;13;;;5;
2645846;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645847;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645848;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645849;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645850;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645851;estavayer-payerne.ch;2;2;Travel;29;;;5;
2645852;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645853;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645854;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645855;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645856;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645857;conrad.ch;2;2;Shopping;26;;;5;
2645858;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645859;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645860;mobilezone.ch;2;2;Shopping;26;;;5;
2645861;pearl.ch;2;2;Shopping;26;;;5;
2645862;calida.com;2;2;Sports;44;;;5;
2645863;dodax.com;2;2;Games;17;;;5;
2645864;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645865;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645866;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645867;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645868;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645869;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645870;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645871;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645872;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645873;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645874;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645875;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645876;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645877;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645878;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645879;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645880;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645881;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645882;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645883;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645884;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645885;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645886;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645887;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645888;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645889;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645890;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645891;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645892;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645893;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645894;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645895;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645896;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645897;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645898;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645899;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645900;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645901;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645902;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645903;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645904;huffpost.com;2;2;News;21;;;5;
2645905;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645906;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645907;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645908;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645909;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645910;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645911;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645912;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645913;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645914;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645915;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645916;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645917;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645918;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645919;huffingtonpost.com;2;2;News;21;;;5;
2645920;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645921;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645922;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645923;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645924;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645925;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645926;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645927;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645928;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645929;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645930;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645931;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645932;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645933;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645934;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645935;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645936;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645937;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645938;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645939;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645940;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645941;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645942;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645943;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645944;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645945;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645946;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645947;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645948;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645949;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645950;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645951;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645952;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645953;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645954;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645955;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645956;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645957;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645958;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645959;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645960;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645961;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645962;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645963;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645964;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645965;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645966;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645967;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645968;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645969;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645970;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645971;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645972;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645973;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645974;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645975;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645976;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645977;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645978;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645979;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645980;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645981;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645982;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645983;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645984;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645985;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645986;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645987;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645988;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645989;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645990;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645991;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645992;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645993;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645994;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645995;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645996;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645997;nairobinews.nation.co.ke;4;2;News;21;;;5;
2645998;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2645999;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646000;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646001;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646002;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646003;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646004;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646005;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646006;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646007;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646008;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646009;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646010;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646011;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646012;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646013;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646014;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646015;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646016;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646017;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646018;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646019;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646020;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646021;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646022;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646023;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646024;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646025;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646026;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646027;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646028;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646029;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646030;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646031;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646032;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646033;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646034;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646035;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646036;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646037;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646038;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646039;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646040;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646041;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646042;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646043;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646044;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646045;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646046;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646047;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646048;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646049;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646050;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646051;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646052;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646053;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646054;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646055;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646056;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646057;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646058;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646059;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646060;crashlytics.com;2;2;Computer;13;;;5;
2646061;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646062;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646063;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646064;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646065;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646066;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646067;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646068;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646069;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646070;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646071;nairobinews.nation.co.ke;4;2;News;21;;;5;
2646072;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
2646073;amazon.cn;2;2;Computer;13;;;5;
2646074;amazon.com.br;3;2;Computer;13;;;5;
2646075;amazon.com.mx;3;2;Computer;13;;;5;
2646076;amazon.es;2;2;Computer;13;;;5;
2646077;amazon.it;2;2;Computer;13;;;5;
2646078;borderlinepd.wpengine.netdna-cdn.com;4;2;Health;34;;;5;
